Date,High,Low,Open,Close,Volume,Adj Close
2018-05-04,3.0299999713897705,2.9000000953674316,2.9600000381469727,2.9700000286102295,15780700,2.9700000286102295
2018-05-07,3.1700000762939453,3.0,3.009999990463257,3.0399999618530273,17444600,3.0399999618530273
2018-05-08,3.309999942779541,3.0399999618530273,3.049999952316284,3.2699999809265137,39197500,3.2699999809265137
2018-05-09,3.5999999046325684,3.3499999046325684,3.3499999046325684,3.369999885559082,54391200,3.369999885559082
2018-05-10,3.5,3.259999990463257,3.440000057220459,3.3399999141693115,29506000,3.3399999141693115
2018-05-11,3.4100000858306885,3.2699999809265137,3.3399999141693115,3.299999952316284,15942300,3.299999952316284
2018-05-14,3.4800000190734863,3.319999933242798,3.3299999237060547,3.450000047683716,18526700,3.450000047683716
2018-05-15,3.490000009536743,3.380000114440918,3.440000057220459,3.450000047683716,10855700,3.450000047683716
2018-05-16,3.5799999237060547,3.430000066757202,3.4600000381469727,3.559999942779541,10531500,3.559999942779541
2018-05-17,3.75,3.559999942779541,3.5799999237060547,3.5799999237060547,19046800,3.5799999237060547
2018-05-18,3.6600000858306885,3.5199999809265137,3.5999999046325684,3.569999933242798,10870800,3.569999933242798
2018-05-21,3.6500000953674316,3.559999942779541,3.569999933242798,3.5799999237060547,17538100,3.5799999237060547
2018-05-22,3.690000057220459,3.430000066757202,3.5999999046325684,3.4800000190734863,17669600,3.4800000190734863
2018-05-23,3.5199999809265137,3.380000114440918,3.4700000286102295,3.5,14797100,3.5
2018-05-24,3.5799999237060547,3.4200000762939453,3.440000057220459,3.509999990463257,13045900,3.509999990463257
2018-05-25,3.430000066757202,3.1500000953674316,3.4200000762939453,3.369999885559082,20331200,3.369999885559082
2018-05-29,3.359999895095825,3.200000047683716,3.2799999713897705,3.3399999141693115,8339400,3.3399999141693115
2018-05-30,3.509999990463257,3.3299999237060547,3.3399999141693115,3.4700000286102295,11267500,3.4700000286102295
2018-05-31,3.490000009536743,3.369999885559082,3.4600000381469727,3.390000104904175,9297400,3.390000104904175
2018-06-01,3.5799999237060547,3.4100000858306885,3.4200000762939453,3.430000066757202,15670600,3.430000066757202
2018-06-04,3.490000009536743,3.359999895095825,3.4800000190734863,3.430000066757202,9103900,3.430000066757202
2018-06-05,3.6500000953674316,3.380000114440918,3.4000000953674316,3.549999952316284,29258600,3.549999952316284
2018-06-06,3.6500000953674316,3.5399999618530273,3.5999999046325684,3.5799999237060547,13867900,3.5799999237060547
2018-06-07,3.7100000381469727,3.5899999141693115,3.609999895095825,3.6700000762939453,11443300,3.6700000762939453
2018-06-08,3.7100000381469727,3.5799999237060547,3.680000066757202,3.640000104904175,14155600,3.640000104904175
2018-06-11,3.6500000953674316,3.490000009536743,3.619999885559082,3.509999990463257,20484600,3.509999990463257
2018-06-12,3.569999933242798,3.440000057220459,3.509999990463257,3.490000009536743,17946600,3.490000009536743
2018-06-13,3.5299999713897705,3.359999895095825,3.4700000286102295,3.5199999809265137,15263500,3.5199999809265137
2018-06-14,3.5899999141693115,3.4600000381469727,3.5299999713897705,3.5,10977400,3.5
2018-06-15,3.490000009536743,3.359999895095825,3.450000047683716,3.4100000858306885,26417200,3.4100000858306885
2018-06-18,3.440000057220459,3.319999933242798,3.390000104904175,3.4000000953674316,15272500,3.4000000953674316
2018-06-19,3.4200000762939453,3.299999952316284,3.319999933242798,3.3399999141693115,18977800,3.3399999141693115
2018-06-20,3.4000000953674316,3.259999990463257,3.359999895095825,3.3499999046325684,22067800,3.3499999046325684
2018-06-21,3.4000000953674316,3.1700000762939453,3.319999933242798,3.2100000381469727,16822400,3.2100000381469727
2018-06-22,3.430000066757202,3.309999942779541,3.3299999237060547,3.3299999237060547,19560400,3.3299999237060547
2018-06-25,3.359999895095825,3.1600000858306885,3.3399999141693115,3.259999990463257,14942900,3.259999990463257
2018-06-26,3.3499999046325684,3.2200000286102295,3.25,3.299999952316284,16875900,3.299999952316284
2018-06-27,3.5299999713897705,3.3399999141693115,3.3499999046325684,3.369999885559082,24411800,3.369999885559082
2018-06-28,3.380000114440918,3.25,3.359999895095825,3.2699999809265137,11833400,3.2699999809265137
2018-06-29,3.369999885559082,3.2300000190734863,3.2300000190734863,3.2899999618530273,9443400,3.2899999618530273
2018-07-02,3.2899999618530273,3.109999895095825,3.2699999809265137,3.1600000858306885,12064900,3.1600000858306885
2018-07-03,3.2699999809265137,3.1500000953674316,3.2300000190734863,3.200000047683716,6529800,3.200000047683716
2018-07-05,3.299999952316284,3.200000047683716,3.240000009536743,3.259999990463257,7285800,3.259999990463257
2018-07-06,3.4200000762939453,3.2100000381469727,3.2200000286102295,3.390000104904175,7757300,3.390000104904175
2018-07-09,3.5399999618530273,3.4000000953674316,3.4100000858306885,3.4700000286102295,12519700,3.4700000286102295
2018-07-10,3.5899999141693115,3.4700000286102295,3.5199999809265137,3.5199999809265137,15707800,3.5199999809265137
2018-07-11,3.559999942779541,3.450000047683716,3.4700000286102295,3.490000009536743,15808900,3.490000009536743
2018-07-12,3.630000114440918,3.4800000190734863,3.5299999713897705,3.549999952316284,13704500,3.549999952316284
2018-07-13,3.619999885559082,3.509999990463257,3.549999952316284,3.5199999809265137,8258900,3.5199999809265137
2018-07-16,3.5399999618530273,3.3399999141693115,3.4800000190734863,3.4000000953674316,8297400,3.4000000953674316
2018-07-17,3.4100000858306885,3.309999942779541,3.369999885559082,3.4000000953674316,10022100,3.4000000953674316
2018-07-18,3.4800000190734863,3.309999942779541,3.359999895095825,3.4100000858306885,11625700,3.4100000858306885
2018-07-19,3.5,3.4000000953674316,3.4000000953674316,3.440000057220459,8045100,3.440000057220459
2018-07-20,3.5,3.4000000953674316,3.490000009536743,3.440000057220459,8445500,3.440000057220459
2018-07-23,3.440000057220459,3.319999933242798,3.430000066757202,3.3399999141693115,9070700,3.3399999141693115
2018-07-24,3.4200000762939453,3.3399999141693115,3.359999895095825,3.369999885559082,10471200,3.369999885559082
2018-07-25,3.390000104904175,3.319999933242798,3.359999895095825,3.390000104904175,11922500,3.390000104904175
2018-07-26,3.450000047683716,3.3399999141693115,3.369999885559082,3.430000066757202,11180900,3.430000066757202
2018-07-27,3.619999885559082,3.3499999046325684,3.5,3.4800000190734863,29851400,3.4800000190734863
2018-07-30,3.569999933242798,3.380000114440918,3.5,3.4200000762939453,14103800,3.4200000762939453
2018-07-31,3.4600000381469727,3.299999952316284,3.430000066757202,3.390000104904175,14839900,3.390000104904175
2018-08-01,3.369999885559082,3.180000066757202,3.359999895095825,3.25,18881300,3.25
2018-08-02,3.240000009536743,3.119999885559082,3.200000047683716,3.190000057220459,15196100,3.190000057220459
2018-08-03,3.25,3.0899999141693115,3.180000066757202,3.180000066757202,10262400,3.180000066757202
2018-08-06,3.2100000381469727,3.130000114440918,3.1700000762939453,3.200000047683716,8697200,3.200000047683716
2018-08-07,3.2799999713897705,3.1700000762939453,3.240000009536743,3.1700000762939453,10608700,3.1700000762939453
2018-08-08,3.1700000762939453,3.009999990463257,3.1500000953674316,3.1600000858306885,17496600,3.1600000858306885
2018-08-09,3.1600000858306885,3.0,3.1600000858306885,3.0199999809265137,25185000,3.0199999809265137
2018-08-10,3.0299999713897705,2.890000104904175,3.0299999713897705,2.950000047683716,17700300,2.950000047683716
2018-08-13,2.930000066757202,2.759999990463257,2.9000000953674316,2.809999942779541,19965100,2.809999942779541
2018-08-14,2.9100000858306885,2.7899999618530273,2.809999942779541,2.819999933242798,12089700,2.819999933242798
2018-08-15,2.799999952316284,2.549999952316284,2.7799999713897705,2.700000047683716,24714100,2.700000047683716
2018-08-16,2.75,2.609999895095825,2.700000047683716,2.619999885559082,17082000,2.619999885559082
2018-08-17,2.640000104904175,2.4600000381469727,2.619999885559082,2.609999895095825,15890000,2.609999895095825
2018-08-20,2.759999990463257,2.619999885559082,2.75,2.690000057220459,13990800,2.690000057220459
2018-08-21,2.869999885559082,2.740000009536743,2.75,2.75,16465800,2.75
2018-08-22,2.890000104904175,2.7699999809265137,2.7799999713897705,2.8299999237060547,11218200,2.8299999237060547
2018-08-23,2.880000114440918,2.7899999618530273,2.799999952316284,2.8399999141693115,6847700,2.8399999141693115
2018-08-24,2.9000000953674316,2.8299999237060547,2.880000114440918,2.890000104904175,8593200,2.890000104904175
2018-08-27,2.9200000762939453,2.75,2.9100000858306885,2.7699999809265137,12468200,2.7699999809265137
2018-08-28,2.809999942779541,2.7200000286102295,2.7799999713897705,2.740000009536743,10091300,2.740000009536743
2018-08-29,2.7699999809265137,2.6500000953674316,2.740000009536743,2.690000057220459,17512700,2.690000057220459
2018-08-30,2.7100000381469727,2.430000066757202,2.7100000381469727,2.5199999809265137,49042100,2.5199999809265137
2018-08-31,2.5299999713897705,2.369999885559082,2.5299999713897705,2.4200000762939453,16819500,2.4200000762939453
2018-09-04,2.4700000286102295,2.309999942779541,2.4100000858306885,2.3499999046325684,17067200,2.3499999046325684
2018-09-05,2.380000114440918,2.2300000190734863,2.319999933242798,2.259999990463257,22565400,2.259999990463257
2018-09-06,2.299999952316284,2.180000066757202,2.299999952316284,2.180000066757202,18279800,2.180000066757202
2018-09-07,2.319999933242798,2.0899999141693115,2.1700000762939453,2.299999952316284,19459900,2.299999952316284
2018-09-10,2.4000000953674316,2.2799999713897705,2.309999942779541,2.380000114440918,36181800,2.380000114440918
2018-09-11,2.5199999809265137,2.319999933242798,2.380000114440918,2.490000009536743,35838000,2.490000009536743
2018-09-12,2.5899999141693115,2.5,2.5199999809265137,2.559999942779541,28660900,2.559999942779541
2018-09-13,2.619999885559082,2.509999990463257,2.549999952316284,2.509999990463257,14931100,2.509999990463257
2018-09-14,2.5199999809265137,2.4000000953674316,2.5,2.4800000190734863,22302500,2.4800000190734863
2018-09-17,2.490000009536743,2.369999885559082,2.4800000190734863,2.369999885559082,11865300,2.369999885559082
2018-09-18,2.4800000190734863,2.390000104904175,2.4200000762939453,2.430000066757202,11729500,2.430000066757202
2018-09-19,2.559999942779541,2.4600000381469727,2.490000009536743,2.5199999809265137,12725500,2.5199999809265137
2018-09-20,2.630000114440918,2.5350000858306885,2.5399999618530273,2.569999933242798,12142449,2.569999933242798
