Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,3.740000009536743,3.390000104904175,3.700000047683716,3.4600000381469727,74638700,3.4600000381469727
2018-01-03,3.690000057220459,3.440000057220459,3.4700000286102295,3.6700000762939453,32669200,3.6700000762939453
2018-01-04,3.799999952316284,3.5899999141693115,3.5999999046325684,3.690000057220459,21926700,3.690000057220459
2018-01-05,3.9600000381469727,3.680000066757202,3.890000104904175,3.869999885559082,29320500,3.869999885559082
2018-01-08,4.059999942779541,3.809999942779541,3.950000047683716,4.050000190734863,26425400,4.050000190734863
2018-01-09,4.099999904632568,3.890000104904175,4.099999904632568,3.990000009536743,18982200,3.990000009536743
2018-01-10,4.199999809265137,3.950000047683716,4.03000020980835,4.099999904632568,23035400,4.099999904632568
2018-01-11,4.28000020980835,4.070000171661377,4.130000114440918,4.170000076293945,22070600,4.170000076293945
2018-01-12,4.320000171661377,4.130000114440918,4.159999847412109,4.25,22498000,4.25
2018-01-16,4.360000133514404,4.159999847412109,4.349999904632568,4.199999809265137,34481800,4.199999809265137
2018-01-17,4.239999771118164,4.059999942779541,4.199999809265137,4.070000171661377,17601400,4.070000171661377
2018-01-18,4.099999904632568,3.940000057220459,4.090000152587891,3.9600000381469727,16114500,3.9600000381469727
2018-01-19,4.110000133514404,3.880000114440918,3.950000047683716,4.050000190734863,13644100,4.050000190734863
2018-01-22,4.329999923706055,4.110000133514404,4.119999885559082,4.309999942779541,17863400,4.309999942779541
2018-01-23,4.409999847412109,4.260000228881836,4.349999904632568,4.329999923706055,23822700,4.329999923706055
2018-01-24,4.380000114440918,4.25,4.340000152587891,4.269999980926514,13986600,4.269999980926514
2018-01-25,4.369999885559082,4.139999866485596,4.349999904632568,4.199999809265137,14245700,4.199999809265137
2018-01-26,4.320000171661377,4.130000114440918,4.199999809265137,4.309999942779541,10477500,4.309999942779541
2018-01-29,4.329999923706055,4.159999847412109,4.239999771118164,4.170000076293945,10394600,4.170000076293945
2018-01-30,4.079999923706055,3.940000057220459,4.079999923706055,4.019999980926514,13859800,4.019999980926514
2018-01-31,4.059999942779541,3.869999885559082,3.990000009536743,3.940000057220459,14269600,3.940000057220459
2018-02-01,4.150000095367432,3.880000114440918,3.9700000286102295,4.050000190734863,19596600,4.050000190734863
2018-02-02,3.700000047683716,3.380000114440918,3.630000114440918,3.5,60934800,3.5
2018-02-05,3.4800000190734863,3.049999952316284,3.390000104904175,3.0899999141693115,49376700,3.0899999141693115
2018-02-06,3.240000009536743,2.990000009536743,3.0,3.119999885559082,36251200,3.119999885559082
2018-02-07,3.2300000190734863,2.9100000858306885,3.140000104904175,2.930000066757202,30742500,2.930000066757202
2018-02-08,2.990000009536743,2.640000104904175,2.9600000381469727,2.869999885559082,56179300,2.869999885559082
2018-02-09,2.9000000953674316,2.6600000858306885,2.869999885559082,2.890000104904175,38818400,2.890000104904175
2018-02-12,3.0299999713897705,2.8299999237060547,2.940000057220459,2.859999895095825,26434600,2.859999895095825
2018-02-13,2.809999942779541,2.619999885559082,2.75,2.759999990463257,42540100,2.759999990463257
2018-02-14,2.8299999237060547,2.6700000762939453,2.690000057220459,2.740000009536743,19249300,2.740000009536743
2018-02-15,2.7899999618530273,2.6600000858306885,2.7699999809265137,2.75,19446700,2.75
2018-02-16,2.8499999046325684,2.7300000190734863,2.75,2.759999990463257,14548700,2.759999990463257
2018-02-20,2.869999885559082,2.75,2.759999990463257,2.759999990463257,20284400,2.759999990463257
2018-02-21,2.990000009536743,2.759999990463257,2.8499999046325684,2.799999952316284,31604900,2.799999952316284
2018-02-22,3.0299999713897705,2.8499999046325684,2.8499999046325684,2.930000066757202,21948600,2.930000066757202
2018-02-23,3.0899999141693115,2.9600000381469727,2.9800000190734863,3.0,21730000,3.0
2018-02-26,3.059999942779541,2.9000000953674316,3.0299999713897705,2.9700000286102295,12832600,2.9700000286102295
2018-02-27,3.0,2.7799999713897705,2.940000057220459,2.8299999237060547,17302600,2.8299999237060547
2018-02-28,2.859999895095825,2.5999999046325684,2.8499999046325684,2.630000114440918,26598200,2.630000114440918
2018-03-01,2.6500000953674316,2.5199999809265137,2.6500000953674316,2.559999942779541,24471400,2.559999942779541
2018-03-02,2.609999895095825,2.4200000762939453,2.5199999809265137,2.5799999237060547,19289800,2.5799999237060547
2018-03-05,2.7799999713897705,2.5899999141693115,2.680000066757202,2.6500000953674316,23264700,2.6500000953674316
2018-03-06,2.740000009536743,2.6500000953674316,2.6700000762939453,2.680000066757202,11302900,2.680000066757202
2018-03-07,2.7100000381469727,2.5399999618530273,2.630000114440918,2.6600000858306885,17173400,2.6600000858306885
2018-03-08,2.700000047683716,2.5999999046325684,2.6700000762939453,2.6600000858306885,16061000,2.6600000858306885
2018-03-09,2.7100000381469727,2.5899999141693115,2.680000066757202,2.640000104904175,13841000,2.640000104904175
2018-03-12,2.7300000190734863,2.630000114440918,2.640000104904175,2.6700000762939453,10213300,2.6700000762939453
2018-03-13,2.740000009536743,2.6500000953674316,2.690000057220459,2.7100000381469727,12144800,2.7100000381469727
2018-03-14,2.799999952316284,2.690000057220459,2.7300000190734863,2.7300000190734863,10787600,2.7300000190734863
2018-03-15,2.75,2.5,2.740000009536743,2.619999885559082,40394800,2.619999885559082
2018-03-16,2.640000104904175,2.549999952316284,2.609999895095825,2.5799999237060547,19372700,2.5799999237060547
2018-03-19,2.5799999237060547,2.440000057220459,2.559999942779541,2.549999952316284,14938200,2.549999952316284
2018-03-20,2.5799999237060547,2.4100000858306885,2.559999942779541,2.4800000190734863,14038500,2.4800000190734863
2018-03-21,2.5199999809265137,2.380000114440918,2.4800000190734863,2.4600000381469727,34244100,2.4600000381469727
2018-03-22,2.5299999713897705,2.3299999237060547,2.4000000953674316,2.390000104904175,20088600,2.390000104904175
2018-03-23,2.509999990463257,2.3499999046325684,2.4000000953674316,2.390000104904175,20723100,2.390000104904175
2018-03-26,2.4600000381469727,2.190000057220459,2.440000057220459,2.4100000858306885,31681600,2.4100000858306885
2018-03-27,2.4700000286102295,2.309999942779541,2.390000104904175,2.3399999141693115,17363100,2.3399999141693115
2018-03-28,2.380000114440918,2.259999990463257,2.3399999141693115,2.2699999809265137,15734600,2.2699999809265137
2018-03-29,2.3399999141693115,2.259999990463257,2.299999952316284,2.2899999618530273,18269900,2.2899999618530273
2018-04-02,2.299999952316284,2.0799999237060547,2.259999990463257,2.1600000858306885,25705900,2.1600000858306885
2018-04-03,2.200000047683716,2.0799999237060547,2.1500000953674316,2.1600000858306885,26583800,2.1600000858306885
2018-04-04,2.200000047683716,2.069999933242798,2.130000114440918,2.1600000858306885,24284600,2.1600000858306885
2018-04-05,2.5,2.1600000858306885,2.1600000858306885,2.4200000762939453,34938000,2.4200000762939453
2018-04-06,2.4800000190734863,2.319999933242798,2.380000114440918,2.3499999046325684,17121000,2.3499999046325684
2018-04-09,2.4000000953674316,2.309999942779541,2.380000114440918,2.3499999046325684,12595500,2.3499999046325684
2018-04-10,2.5899999141693115,2.380000114440918,2.390000104904175,2.490000009536743,30870500,2.490000009536743
2018-04-11,2.5899999141693115,2.490000009536743,2.490000009536743,2.5299999713897705,18823000,2.5299999713897705
2018-04-12,2.7100000381469727,2.490000009536743,2.5299999713897705,2.6700000762939453,40863200,2.6700000762939453
2018-04-13,2.7899999618530273,2.5999999046325684,2.700000047683716,2.619999885559082,19617100,2.619999885559082
2018-04-16,2.7200000286102295,2.569999933242798,2.5999999046325684,2.6500000953674316,22655900,2.6500000953674316
2018-04-17,2.690000057220459,2.5899999141693115,2.6600000858306885,2.630000114440918,13690500,2.630000114440918
2018-04-18,2.75,2.619999885559082,2.6500000953674316,2.6700000762939453,24424600,2.6700000762939453
2018-04-19,2.7100000381469727,2.5999999046325684,2.690000057220459,2.630000114440918,8458100,2.630000114440918
2018-04-20,2.630000114440918,2.5299999713897705,2.619999885559082,2.569999933242798,13263700,2.569999933242798
2018-04-23,2.630000114440918,2.4700000286102295,2.549999952316284,2.5899999141693115,26779000,2.5899999141693115
2018-04-24,3.0199999809265137,2.6600000858306885,2.9600000381469727,2.759999990463257,51047200,2.759999990463257
2018-04-25,3.0299999713897705,2.740000009536743,2.75,2.9200000762939453,41212000,2.9200000762939453
2018-04-26,3.0,2.9100000858306885,2.9800000190734863,2.930000066757202,20893800,2.930000066757202
2018-04-27,3.009999990463257,2.9100000858306885,2.940000057220459,2.950000047683716,18385000,2.950000047683716
2018-04-30,2.990000009536743,2.9100000858306885,2.9700000286102295,2.950000047683716,14464800,2.950000047683716
2018-05-01,2.930000066757202,2.859999895095825,2.9200000762939453,2.9000000953674316,13039200,2.9000000953674316
2018-05-02,3.109999895095825,2.890000104904175,2.890000104904175,2.950000047683716,39678000,2.950000047683716
2018-05-03,3.0,2.8399999141693115,2.9600000381469727,2.9600000381469727,16409700,2.9600000381469727
